"ID","RNAi_1","RNAi_3","RNAi_4","Untreated_1","Untreated_3","Untreated_4","padj","log2FoldChange","pvalue","foldChange","log10padj"
"FBtr0072393",259.415631356241,212.12314297552,217.383086411839,910.8090478147,954.10826217391,1045.5211742374,1.88182487043994e-48,2.07878697310715,1.6922885525539e-51,4.22451866719089,47.7254207960738
"FBtr0087390",343.899649230878,309.263647702627,312.550797052966,730.846777115857,715.830441213027,833.212276786891,3.95939620089239e-20,1.23926202931329,2.00284205305932e-22,2.36077742365222,19.4023710379669
"FBtr0332862",51.6843403468372,48.5702523635536,82.1447607639206,132.97212223859,141.570922913997,102.14862047147,0.0060100304763798,1.04671311071166,0.000436092027034978,2.06581793319368,2.22112332571939
"FBtr0343633",202.761642899131,133.816001409791,152.268337025804,328.931039221774,628.096348139564,247.359894671108,0.00275859810111954,1.30087918968565,0.000171016957370439,2.46378982214693,2.55931156707426
"FBtr0337056",124.24120275682,212.12314297552,199.351309658783,714.850130831516,688.912026292761,492.716875215325,1.06141081442994e-11,1.8238210108435,1.24085796650982e-13,3.5401758162232,10.9741164917742
"FBtr0344824",27.8300294175277,94.1668158068897,55.097095634337,273.94256761935,113.65552966335,292.425462526168,0.00108426468866333,1.94093867282673,5.81987847163602e-05,3.83955382602505,2.96486468570009
"FBtr0079708",286.251731151714,242.851261817768,278.490774297194,554.8836679881,554.319951691425,629.916492907397,7.3400537988823e-14,1.10670449671833,6.4770034084112e-16,2.15353160521607,13.1343007569133
"FBtr0076218",59.6357773232737,69.3860748050766,36.0635535061115,135.971493416904,124.622291297533,161.234587214771,0.000120079661452964,1.35297248563446,5.02131677838385e-06,2.5543788020784,3.92053054519281
"FBtr0336736",92.4354548510742,75.3334526455118,50.0882687584882,179.962270698843,269.184149202671,193.281213245036,3.17661867905187e-06,1.55992712011902,9.01636933970996e-08,2.94838948854963,5.49803491470475
"FBtr0112501",28.8239590395823,36.6754966826834,34.060022755772,81.9828122072508,56.8277648316749,85.1238503928915,0.00430570912473141,1.16934450321642,0.000288225020658448,2.2490948480212,2.36595531259683
"FBtr0082183",649.036043201629,459.930552993651,735.295785374607,1334.72017434975,1457.58231901594,1398.03406057031,1.80215576047188e-09,1.18410033054336,2.92728762801469e-11,2.27221654272726,8.74420767562664
"FBtr0087307",500.940529515499,432.17612307162,337.59493143221,1010.78808709184,1174.44047318795,1201.74847613494,1.26461981202218e-14,1.41427298917881,9.95092028344793e-17,2.66525392629709,13.8980400186445
"FBtr0071835",68.5811439217648,51.5439412837712,52.0917995088277,336.929362363945,396.797375491344,343.499772761903,1.22442264100099e-36,2.64494275313069,1.85810540169889e-39,6.25470895008814,35.9120686483896
"FBtr0070393",109.332258426002,108.044030767905,115.203018144523,294.938165867548,297.099542453318,309.450232604747,9.88429040960979e-18,1.43867966254349,6.2776799476501e-20,2.71072669429368,17.0050545031083
"FBtr0334762",1048.59575126756,1078.45784839891,961.694760162973,3709.22235718171,1856.37365116805,4456.48393233373,3.38391082862269e-08,1.69807710277526,6.67576832759985e-10,3.24468202506961,7.4705810898255
"FBtr0290320",18.8846628190367,34.6930374025383,29.0511958799231,80.9830218144794,45.861003197492,87.126764519783,0.00922456346680704,1.37257147692434,0.000726890623901948,2.58931677984606,2.0350541767616
"FBtr0077560",163.004458016948,120.930016088848,131.231264147239,251.94717897838,254.229474246967,342.498315698457,3.95269522833582e-05,1.03148340634778,1.452935408797e-06,2.04412497921925,4.40310667054311
"FBtr0301651",44.7268329924553,51.5439412837712,37.0653188812813,111.976523990391,141.570922913997,90.1311357101204,9.70048375992609e-05,1.36579968807909,3.93645979916065e-06,2.57719140432898,4.0132066070711
"FBtr0085377",101.380821449565,66.4123858848591,69.1218108867137,189.960174626557,240.271777621643,236.343866973205,3.24536184952866e-08,1.49233332918747,6.38419878223376e-10,2.81343635847967,7.48873687344223
"FBtr0072967",38.7632552601279,43.614104163191,37.0653188812813,102.978410455449,110.664594672209,100.145706344578,1.54117838317394e-06,1.39332592967732,4.14053095299654e-08,2.62683563126594,5.81214709110344
"FBtr0089963",240.530968537204,292.412743821394,277.489008922025,796.832943038766,769.667271053562,693.008287904481,5.04876269116689e-25,1.47925387720274,1.5323357988029e-27,2.78804505839517,24.2968150421266
"FBtr0339643",2397.3582483956,1276.70377641341,1549.73103538762,4337.09072384212,5390.66183236607,5376.8229736404,7.00980541444754e-10,1.53181530508485,1.0598233231151e-11,2.89149439408669,9.15429403746909
"FBtr0300190",150.083372930239,113.000178968268,136.240091023088,1053.779073981,1165.46766821453,1034.50514653949,8.29878543815315e-88,3.02659930218609,2.3321676703443e-91,8.14886597170333,87.0809854637812
"FBtr0305668",188.846628190367,215.096831895738,230.406036289046,458.90379028205,420.72485542047,397.578454187975,9.19335191713259e-10,1.00973530348246,1.426126983548e-11,2.01354163439818,9.03652611497918
"FBtr0074916",159.02873952873,67.4036155249316,58.1023917598463,464.902532638678,503.474056842032,719.046171554072,7.39415356811769e-10,2.56802099345002,1.13012800058465e-11,5.92995432861452,9.13111153386928
"FBtr0080514",198.785924410912,343.956685105166,344.607289058399,867.818060925532,877.34093073463,536.780986006939,1.33376055634034e-05,1.36272447162958,4.40039032470649e-07,2.57170377156611,4.87492213023498
"FBtr0080838",275.318505309114,316.202255183135,303.534908676438,942.802340383384,1069.75774849802,737.072398696096,1.28364482924564e-18,1.61920891935986,7.28687768400457e-21,3.07206537871208,17.8915551242705
"FBtr0331287",54.6661292130009,23.7895113617406,38.067084256451,79.9832314217081,110.664594672209,105.152991661807,0.00290602182995598,1.34413959380506,0.00018220948276614,2.53878741081965,2.53670112761755
"FBtr0110933",28.8239590395823,30.7281188422482,23.0406036289046,52.9888908168816,59.8186998228157,58.0845096798554,0.0145001414112557,1.04868954365636,0.00125182918124205,2.06864995834108,1.83862776232857
"FBtr0078811",34.7875367719097,64.429926604714,54.0953302591672,173.963528342215,171.480272825405,119.173390550048,6.48883337013307e-06,1.59956818141366,2.0122962167787e-07,3.03052591891992,5.18783337815453
"FBtr0100199",39.7571848821825,52.5351709238437,43.0759111322998,116.975475954248,136.586031262096,91.1325927735662,5.40661579591097e-05,1.34836675736147,2.07549381104271e-06,2.54623708460481,4.26707449109467
"FBtr0085755",81.5022290084741,37.6667263227559,52.0917995088277,376.920978074799,444.652335349596,432.629451408578,1.35820422942659e-23,2.87254204460983,4.7329508894137e-26,7.3235444060669,22.867034921481
"FBtr0308638",92.4354548510742,75.3334526455118,49.0865033833184,144.969606951846,224.320124335559,136.198160628626,0.00244707640912914,1.22076883357874,0.000149916439183383,2.33070891137439,2.61135246973891
"FBtr0113477",71.5629327879284,22.798281721668,56.0988610095068,100.978829669906,193.413796093771,101.147163408024,0.0227988545350324,1.39463915239271,0.00218224197803284,2.62922781438092,1.64208697236847
"FBtr0309301",107.344399181893,150.666905291024,81.1429953887509,290.939004296463,286.132780819135,287.418177208939,7.82758703171028e-07,1.34960325211512,1.9973721405106e-08,2.54842033075231,6.10637209494306
"FBtr0083252",71.5629327879284,113.000178968268,77.1359338880718,231.951371122953,213.353362701376,172.250614912675,2.49437312932082e-05,1.2384866646315,8.79030998248739e-07,2.35950898396933,4.60303858057511
"FBtr0112920",7.95143697643649,7.92983712058019,8.01412300135811,22.9951790337411,22.930501598746,23.033512459253,0.0340182785508873,1.52902387231636,0.00354866934523644,2.88590512648335,1.46828766705403
"FBtr0273370",920.378830022524,933.738320948317,758.336389003511,2007.57910868487,2624.04696556085,1884.74219340496,7.10386943645683e-14,1.31863745578727,6.22866250049048e-16,2.49430425513745,13.1485050291477
"FBtr0345022",12170.6682220581,8715.8822251577,6368.22248995419,13087.256241377,24359.1715461809,21415.1578447246,0.000682954357518742,1.1108158102201,3.44701558594779e-05,2.15967737470014,3.16560831965684
"FBtr0088370",13.9150147087639,13.8772149610153,16.0282460027162,78.9834410289367,72.7794181177591,81.1180221391083,8.60813944452836e-11,2.41014717132283,1.14181705761505e-12,5.31528544837413,10.0650907064199
"FBtr0086530",42.7389737483462,23.7895113617406,31.0547266302627,69.9853274939945,84.7431580823222,79.1151080122168,0.00193280340794918,1.26092364537973,0.000113739049467333,2.39649120504993,2.71381231730347
"FBtr0112851",364.772171294024,370.719885387124,317.559623928815,929.805065277356,953.11128384353,911.325927735662,4.26639354902526e-32,1.40776643712738,8.87233370694328e-35,2.65326070090244,31.369939085997
"FBtr0333662",187.852698568312,130.842312489573,139.245387148597,552.884087202557,742.748856133295,507.738731167012,6.58959212468099e-17,1.97746241412774,4.37197191521373e-19,3.93799809715481,16.1811414660558
"FBtr0081008",158.034809906675,171.482727732547,174.307175279539,383.919510824199,305.07536909636,357.520171650144,5.97013036954819e-09,1.05460165230811,1.05241781011727e-10,2.07714459957807,8.22401618509221
"FBtr0089937",23.8543109293095,17.8421335213054,28.0494305047534,60.9872139590524,61.8126564835762,66.0961661874216,0.000437565312984706,1.43788156839889,2.05354674203141e-05,2.70922754391589,3.35895711303756
"FBtr0087004",224.628094584331,172.473957372619,229.404270913876,422.911336142281,507.461970163553,469.683362756072,5.17686586631553e-10,1.16022844352139,7.65240401776632e-12,2.23492813778506,9.28593308753383
"FBtr0343095",31.805747905746,19.8245928014505,18.0317767530557,39.991615710854,70.7854614569985,51.0743102357349,0.034820177735869,1.21609607225378,0.00364797725380282,2.32317216387336,1.45816901640335
"FBtr0100375",250.47026475775,132.824771769718,126.22243727139,503.894357956761,680.936199649718,686.999545523806,2.67550331011147e-09,1.87717750423647,4.52634046955684e-11,3.67355660317095,8.57259450738371
"FBtr0100457",177.913402347767,192.29855017407,184.324829031237,1283.73086431841,1338.94189770069,1195.73973375426,3.55538155892529e-115,2.78360240553917,5.99491045232457e-119,6.88569560616094,114.449113784514
"FBtr0089484",140.144076709693,119.938786448775,112.197722019014,608.872349197753,653.020806399071,622.906293463276,2.84997034754767e-54,2.33981892170075,2.08237491671087e-57,5.06239093551029,53.5451596585751
"FBtr0299695",16.8968035749275,3.96491856029009,11.0194191268674,29.9937117831405,47.8549598582525,32.046626030265,0.0215104972314971,1.78575464753952,0.00203232609297137,3.44798774690688,1.66734955044938
"FBtr0345036",2991.72816238423,4293.0155711541,2353.14686627378,8339.25166610584,8567.03479295758,4469.50287415852,0.000634454831689289,1.14918183382044,3.15943671805705e-05,2.21788080596464,3.19759929090001
"FBtr0113140",38.7632552601279,21.8070520815955,66.1165147612044,110.97673359762,160.513511191222,78.113650948771,0.0135028878113715,1.46494085921062,0.00114522581538667,2.76052154166496,1.86957334065888
"FBtr0308034",119.271554646547,116.965097528558,143.252448649276,293.938375474777,308.066304087501,273.397778320698,1.06341301997761e-10,1.20611584609888,1.44641384237062e-12,2.3071564636474,9.973298026672
"FBtr0310647",495.970881405226,386.579559628284,302.533143301269,1179.75266347019,1536.34360711598,1138.65668113785,6.76623985316073e-14,1.70158998638066,5.89459969222074e-16,3.25259227513811,13.1696526111803
"FBtr0087621",5774.731104137,5890.87775095101,5012.8339373495,14303.0013589869,17193.888285738,12005.467276588,4.66373312409729e-18,1.38310566638302,2.8833781680008e-20,2.60829250100781,17.33126630946
"FBtr0301450",182.883050458039,141.745838530371,152.268337025804,358.924751004915,508.458948493933,386.562426490072,3.70286573355889e-10,1.39475288607151,5.3694883051832e-12,2.62943509556684,9.43146203524509
"FBtr0112532",3.97571848821825,12.8859853209428,11.0194191268674,106.977572026535,75.7703531088999,118.171933486602,6.99244578904386e-13,3.43207766527552,7.19209520793068e-15,10.7934013052883,12.1553708919368
"FBtr0087431",209.719150253513,242.851261817768,191.337186657425,455.904419103736,463.594923626821,463.674620375397,1.97774525161185e-12,1.10289032772127,2.13425746576818e-14,2.14784565988866,11.7038296495155
"FBtr0303756",129.210850867093,131.833542129646,121.213610395541,286.939842725378,308.066304087501,255.371551178674,4.65120204592132e-10,1.1535155458184,6.79694543581129e-12,2.22455311513658,9.33243479454076
